Team,Medal
Canada,NA
Canada,NA
Canada,NA
Canada,NA
West Germany,NA
Netherlands,NA
Switzerland,NA
Netherlands,NA
Latvia-2,NA
Latvia-1,NA
Latvia-2,NA
Latvia-2,NA
Great Britain,NA
United States,NA
United States,Gold
United States,NA
United States,NA
Australia-2,NA
France,Silver
France,NA
France,Gold
United States,NA
United States,NA
United States,NA
United States,Bronze
United States,Gold
Australia,NA
Australia,NA
Canada,NA
Thailand,NA
Thailand,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Poland,NA
Cuba,NA
Netherlands,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
United States,NA
Russia,Silver
Russia,Gold
Russia,Silver
Russia,Gold
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Tonga,NA
Tonga,NA
Tonga,NA
Chile,NA
Poland,NA
Yugoslavia,NA
Soviet Union,Silver
Russia,NA
Russia,NA
Ukraine,NA
Ukraine,NA
Belarus,NA
Ukraine,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Slovenia,NA
Slovenia,NA
Lithuania,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Canada,NA
South Africa,NA
Belgium,NA
Canada,Bronze
Canada,NA
Russia,NA
Kyrgyzstan,NA
Soviet Union,NA
Russia,NA
Russia,Gold
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,Bronze
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Czechoslovakia,Silver
Czech Republic,NA
Czech Republic,NA
Canada,Bronze
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Ukraine,Gold
Ukraine,NA
Ukraine,Gold
Ukraine,NA
Ukraine,NA
Ukraine,Silver
Unified Team,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Russia,NA
Switzerland,NA
Switzerland,Gold
Russia,NA
Russia,NA
Yugoslavia,NA
Kazakhstan,NA
Kazakhstan,NA
Chile,NA
Slovenia,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
Belarus,NA
Belarus,NA
Kazakhstan,Gold
Poland,NA
Poland,NA
Russia,NA
Hungary,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Italy,NA
Kazakhstan,NA
Kazakhstan,NA
Slovenia,NA
Serbia,NA
Serbia,NA
Czech Republic,NA
Czech Republic,NA
Ukraine,NA
Ukraine,NA
Kazakhstan,NA
Poland,NA
Portugal,NA
Slovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
United States Virgin Islands,NA
United States,NA
Netherlands,NA
Netherlands,NA
New Zealand,NA
New Zealand,NA
Netherlands,NA
Netherlands,NA
Belgium,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
South Africa,NA
South Africa,NA
South Africa,NA
Germany,NA
Germany,Bronze
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Italy,NA
Italy,NA
Spain,NA
Armenia,NA
Armenia,NA
Argentina,NA
Argentina,NA
Benin,NA
France,NA
France,NA
France,NA
France,Bronze
Russia,NA
Russia,NA
Kyrgyzstan,NA
Russia,NA
Russia,Gold
Russia,Bronze
Poland,NA
Poland,NA
Georgia,NA
Georgia,NA
Russia,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Singapore,NA
Soviet Union,NA
Soviet Union,Gold
Slovenia,NA
Sweden,NA
West Germany,Gold
West Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany-2,NA
Germany-2,NA
Estonia,NA
Germany,NA
Germany,NA
Germany,NA
Germany,Bronze
Germany,Bronze
Germany,NA
Germany,NA
Slovakia,NA
Soviet Union,NA
Soviet Union,Silver
Unified Team,NA
Unified Team,Gold
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Soviet Union-1,NA
Soviet Union-1,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Finland,NA
Finland,NA
Finland,Gold
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,Silver
Finland,NA
Finland,NA
Greece,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,Silver
France,NA
France,Bronze
France,NA
France,NA
France,NA
France,NA
France,Bronze
France,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada-2,NA
France,NA
France,Bronze
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France-2,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Russia,Bronze
Canada,NA
Canada,NA
Germany,NA
Canada-2,NA
New Zealand,NA
Cyprus,NA
Russia,NA
Russia,NA
Russia,NA
Belarus,NA
Czechoslovakia,Gold
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Czechoslovakia,NA
Germany,NA
Czechoslovakia,Bronze
Ghana,NA
Czechoslovakia,NA
Czechoslovakia,NA
Poland,NA
Poland,NA
Israel,NA
Israel,NA
Israel,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Slovakia,NA
Czech Republic,NA
Czechoslovakia,NA
Czechoslovakia,NA
Slovenia,NA
Ukraine,NA
Ukraine,NA
Turkey,NA
Turkey,Bronze
Turkey,NA
Greece,Bronze
Slovenia,NA
Slovenia,Bronze
Slovenia,NA
Austria,NA
Austria,NA
Estonia,NA
Canada,NA
Germany,NA
Germany,Bronze
Germany,NA
Switzerland,NA
Switzerland-2,NA
Poland,NA
Germany,NA
Australia,NA
Brazil,NA
Brazil,NA
Brazil,NA
Italy,Gold
Italy,NA
Italy,NA
Italy,NA
Italy,Gold
Czechoslovakia,Bronze
Ukraine,NA
Ukraine,NA
Slovakia,NA
Slovakia,NA
Brazil,NA
Ukraine,NA
Greece,NA
Yugoslavia,Silver
Italy,NA
Italy,NA
Italy,NA
Italy,Gold
Indonesia,NA
Indonesia,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Lithuania,NA
Russia,NA
Russia,NA
Latvia,NA
Russia,NA
Kazakhstan,NA
Ukraine,NA
Russia,Silver
Russia,NA
East Germany,Silver
Belarus,NA
Germany,NA
Germany,NA
Kyrgyzstan,NA
Ukraine,NA
Ukraine,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Yugoslavia,NA
Yugoslavia,NA
Individual Olympic Athletes,NA
Soviet Union,Silver
Soviet Union,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
Estonia,NA
United States,Gold
Netherlands,Gold
Netherlands,Gold
Australia,NA
Finland,NA
East Germany,NA
Germany,NA
Costa Rica,Gold
Costa Rica,NA
Costa Rica,Bronze
Costa Rica,Bronze
Costa Rica,NA
Costa Rica,NA
Cuba,NA
Costa Rica,NA
Costa Rica,Silver
Costa Rica,NA
Costa Rica,NA
Costa Rica,NA
Costa Rica,NA
Costa Rica,NA
East Germany,Silver
East Germany,NA
East Germany,Gold
Israel,NA
Israel,NA
Germany,Gold
Germany,NA
Germany,NA
East Germany,NA
United States,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
United States,NA
Barbados,NA
Norway,Silver
Norway,NA
Czechoslovakia,Gold
Czech Republic,Silver
Switzerland,NA
Netherlands,NA
Italy,NA
Italy,NA
Italy,Gold
Great Britain,NA
United States,NA
Ireland,NA
Netherlands,NA
Canada,NA
United States,Bronze
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czech Republic,NA
Czech Republic-1,NA
Czech Republic,NA
Czech Republic-1,NA
Czech Republic,NA
Yugoslavia,NA
Yugoslavia,NA
Canada,NA
Soviet Union,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Unified Team,NA
Unified Team,NA
Unified Team,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Thailand,Gold
Canada,NA
Belgium,NA
Russia,Bronze
Belarus,NA
Belarus,Bronze
Belarus,NA
Belarus,NA
Belarus,Bronze
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Russia,Silver
Uzbekistan,NA
Uzbekistan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Russia,NA
Latvia,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Russia,NA
Russia,NA
Russia,NA
Belarus,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Uzbekistan,NA
Russia,Silver
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Russia,NA
Russia,NA
Russia,Gold
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Soviet Union,Bronze
Soviet Union,Gold
Soviet Union,Bronze
Belarus,NA
Belarus,NA
Kyrgyzstan,NA
Kyrgyzstan,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,Bronze
Greece,Silver
Greece,NA
Russia,Silver
Unified Team,NA
Ukraine,NA
Ukraine,NA
Soviet Union,NA
Soviet Union,NA
Greece,NA
Brazil,NA
Nepal,NA
Romania,NA
France,NA
France,NA
France,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,Silver
Cuba,NA
Portugal,NA
Portugal,NA
Portugal,NA
France,NA
France,NA
Belarus,Bronze
Italy,Silver
Italy,Gold
Italy,Bronze
Italy,NA
Soviet Union,NA
Soviet Union,Bronze
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Italy,NA
Guyana,NA
Guyana,NA
Guyana,NA
Guyana,NA
Hungary,NA
Mexico,NA
Mexico,NA
Honduras,NA
Honduras,NA
Mexico,Gold
Mexico,NA
India,NA
Italy,NA
Guatemala,NA
Canada,NA
United States,Gold
North Korea,NA
United States,NA
Thailand,Silver
Romania,NA
Romania,NA
Romania,NA
West Germany-2,NA
Germany,NA
Thailand,NA
Thailand,NA
Ukraine,NA
Poland,NA
Poland,NA
Poland,NA
East Germany,NA
Russia,Bronze
Thailand,Gold
India,NA
India,NA
Soviet Union-2,Bronze
Soviet Union-2,Silver
Unified Team-1,Gold
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Slovenia,NA
Soviet Union,Gold
Unified Team,NA
Uzbekistan,NA
Romania,NA
Romania,Gold
Romania,Gold
Romania,NA
Romania,Gold
Romania,Bronze
Romania,Silver
Romania,NA
Romania,NA
Romania,NA
Croatia,NA
Spain,NA
Spain,NA
Spain,Bronze
Spain,NA
Spain,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
France,NA
France,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Thailand,NA
Sweden,NA
Aruba,NA
France,NA
Spain,NA
Israel,NA
Saint Kitts and Nevis,NA
Saint Kitts and Nevis,NA
Brazil,NA
France,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
Greece,NA
Great Britain-2,NA
Great Britain-2,NA
Great Britain-2,NA
Canada,NA
Canada,NA
Canada,Silver
Canada,NA
Canada,NA
Canada,Silver
Canada,NA
Canada,NA
Canada,Bronze
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Australia,NA
Australia,NA
Great Britain,NA
Great Britain,Silver
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Malaysia,NA
Hong Kong,NA
Hong Kong,NA
Canada,NA
Canada,NA
Canada,NA
India,NA
India,NA
India,NA
Australia,NA
Australia,NA
Netherlands,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Bronze
Romania,Bronze
Romania,NA
Romania,Gold
Hungary,NA
Romania,NA
Romania,NA
Romania,Silver
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Australia,Bronze
Australia,NA
Romania,Bronze
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
India,NA
India,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
France,NA
France,NA
France,NA
France,NA
France,NA
United States,NA
United States,NA
Romania-1,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Bronze
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Silver
Romania,NA
Romania,Silver
Romania,Bronze
Romania,Gold
Romania,NA
Romania,NA
Moldova,NA
Romania,Bronze
Romania,Gold
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Gold
Romania,NA
Romania,Gold
Romania,NA
Individual Olympic Athletes,NA
Individual Olympic Athletes,NA
Poland,NA
Poland,NA
Poland,NA
Czech Republic,NA
Belarus,NA
Russia,NA
Ukraine,NA
Ukraine,NA
Lithuania,NA
Lithuania,Bronze
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,Bronze
Belarus,NA
Belarus,Bronze
Greece,NA
Greece,NA
Dominican Republic,NA
Uzbekistan,NA
Soviet Union,NA
Soviet Union,Gold
Unified Team,NA
Unified Team,NA
Unified Team,Silver
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Soviet Union,NA
Unified Team,Gold
Unified Team,Gold
Unified Team,Silver
Unified Team,Silver
Russia,Gold
Russia,Gold
Russia,Silver
Russia,Silver
Russia,NA
Russia,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Australia,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Moldova,NA
Moldova,NA
Soviet Union,Bronze
Russia-2,NA
Russia-2,NA
Russia-1,NA
Russia-2,NA
Russia-2,NA
Russia-3,NA
Bulgaria,NA
Bulgaria,NA
Ukraine,NA
Belarus,NA
Ukraine,NA
Ukraine,NA
Kazakhstan,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Russia,Silver
Russia,Bronze
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Yugoslavia,NA
Yugoslavia,Gold
Montenegro,Silver
Montenegro,NA
Croatia,NA
Serbia and Montenegro,NA
Serbia,Silver
Yugoslavia,NA
Yugoslavia,NA
Individual Olympic Athletes,NA
Australia,NA
Romania,NA
Romania,NA
Soviet Union,NA
Unified Team,NA
Unified Team-1,NA
Slovakia,NA
Macedonia,NA
Individual Olympic Athletes,NA
Macedonia,NA
Macedonia,NA
Macedonia,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Soviet Union,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Poland,NA
Poland,NA
Poland,NA
Germany,Gold
Germany,NA
Germany,NA
Germany,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Venezuela,NA
Poland,NA
Slovakia,NA
Italy,NA
Italy,NA
Australia,NA
Italy,NA
France,Gold
Poland,NA
Poland,NA
Argentina,NA
Portugal,NA
Austria,NA
Israel,NA
Uruguay,NA
Estonia,NA
Estonia,NA
Estonia,NA
Ecuador,NA
Argentina,NA
Colombia,NA
Nicaragua,NA
Canada,NA
Canada,NA
Denmark,NA
Denmark,NA
Austria,NA
Austria,NA
Argentina,Bronze
Antigua and Barbuda,NA
Australia,NA
France,Silver
Argentina,NA
Brazil,NA
Brazil,NA
Argentina,NA
Argentina,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Puerto Rico,NA
Puerto Rico,NA
Greece,NA
Greece,NA
Brazil,NA
Malta,NA
Malta,NA
Australia,NA
Australia,NA
Canada,Gold
Canada,Silver
Canada,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Australia,Silver
United States,NA
United States,NA
Australia,Silver
Australia,Bronze
Great Britain,NA
Great Britain,NA
France,Bronze
Cuba,NA
Peru,NA
Peru,NA
Spain,NA
Denmark,Silver
Yugoslavia,Bronze
Soviet Union,Gold
Soviet Union,NA
Nicaragua,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Greece,NA
East Germany,Gold
Germany,Gold
Germany,Silver
Germany,Silver
Germany,Gold
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Finland,NA
Russia,NA
Australia,NA
Australia,Silver
Italy,NA
Italy,Gold
Italy,Gold
Italy,Bronze
Netherlands,Gold
Finland,Bronze
Italy,NA
Italy,NA
Italy,NA
Russia,NA
Germany-3,NA
India,NA
Italy,NA
Russia,Gold
Russia,Gold
Yugoslavia,Gold
Croatia,NA
Czechoslovakia,NA
Russia,NA
Ukraine,NA
Czechoslovakia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Czechoslovakia,NA
Czech Republic,Bronze
Czech Republic,NA
Czech Republic,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
France,Bronze
Uruguay,NA
Uruguay,NA
United States,NA
United States,Silver
Netherlands,NA
Netherlands,Silver
Netherlands,Gold
Slovenia,NA
Moldova,NA
Moldova,NA
Italy,NA
Italy,Bronze
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Peru,NA
Peru,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
Netherlands,NA
Netherlands,NA
Netherlands,Gold
Netherlands,Silver
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Soviet Union,NA
Soviet Union,NA
Russia,Silver
Russia,NA
Romania,NA
Soviet Union,Gold
Soviet Union,Silver
Russia,Gold
East Germany,NA
East Germany,NA
Germany,NA
Germany,NA
Hungary,NA
Hungary,NA
Hungary,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
New Zealand,NA
Mauritius,NA
Argentina,NA
Kazakhstan,NA
Soviet Union,NA
Russia,NA
Germany,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Russia,NA
Russia,NA
Greece,NA
Soviet Union,NA
Unified Team,NA
Russia,Silver
Argentina,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Gold
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Slovenia,NA
Russia,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Australia,NA
Australia,NA
Australia,Bronze
Australia,NA
Australia,NA
Poland,NA
Poland,NA
South Africa,NA
South Africa,NA
France,NA
France,NA
Canada-1,NA
Canada-1,NA
United States,Silver
France,NA
France,NA
France,NA
Ukraine,NA
Finland,Bronze
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Australia,Silver
Romania,NA
Romania,Silver
Romania,NA
Romania,Silver
Romania,NA
Romania,Bronze
Romania,NA
Romania,Bronze
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
East Germany,NA
East Germany,NA
East Germany,NA
East Germany,NA
Great Britain,NA
Antigua and Barbuda,NA
Antigua and Barbuda,NA
United States,NA
Great Britain,Bronze
Great Britain,Gold
Great Britain,NA
Great Britain-2,NA
Australia-1,Bronze
Australia-1,Gold
Australia-2,NA
France,NA
Canada,NA
United States,NA
New Zealand,NA
New Zealand,Bronze
Australia,NA
Australia,Bronze
United States,NA
Ukraine,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Poland,NA
Poland,NA
East Germany,Gold
France,NA
France,NA
Cambodia,NA
New Zealand,NA
Greece,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,Silver
France,NA
Great Britain,NA
Canada,Gold
Canada,Gold
United States,NA
United States,Bronze
Greece,NA
United States,Silver
United States,Silver
Cuba,NA
Cuba,Bronze
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,Silver
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Canada,Gold
Canada,Gold
Portugal-1,NA
Portugal,NA
Greece,NA
Iran,NA
France,NA
Finland,NA
France,NA
France,NA
France,NA
Andorra,NA
Andorra,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,Silver
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Senegal,NA
Czechoslovakia,NA
India,NA
Soviet Union,Bronze
Hungary,NA
Hungary,NA
Cuba,NA
Cuba,NA
Italy,NA
Spain,NA
Spain,NA
Russia,Gold
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,Bronze
Ukraine,NA
Ukraine,NA
Portugal,NA
Germany,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,Gold
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,Bronze
Australia,NA
Australia,NA
Jamaica,NA
Canada,NA
United States,Bronze
United States,Silver
United States,Silver
United States,NA
Great Britain,NA
Australia,NA
Australia,NA
United States,NA
Jamaica,NA
Jamaica,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Australia,Gold
Australia,Gold
Australia,NA
Australia,NA
Australia,Gold
Australia,Gold
United States,NA
United States,NA
United States,NA
Canada,NA
Australia,NA
Ireland,NA
Ireland,NA
Ireland,NA
Australia,NA
Ireland,NA
Ireland,NA
United States,NA
United States,Silver
United States,NA
United States,Gold
United States,Bronze
United States,Gold
United States,NA
New Zealand,NA
New Zealand,Gold
New Zealand,Silver
Finland,NA
Finland,NA
Finland,NA
Belarus,NA
Russia,NA
Russia,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Unified Team,Gold
Russia,Gold
Russia,Gold
Russia,NA
Russia,Gold
Russia,NA
Russia,Bronze
Russia,NA
Russia,NA
Russia,Bronze
Russia,Silver
Russia,NA
Greece,NA
Greece,NA
Slovenia,NA
Italy,NA
Italy,Silver
Brazil,NA
Great Britain,NA
Great Britain,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Denmark,NA
Angola,NA
Angola,NA
Canada,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,NA
Canada,NA
Brazil,Silver
Brazil,Bronze
Venezuela,NA
France,NA
Sri Lanka,NA
Sri Lanka,NA
Sri Lanka,NA
France,NA
Nepal,NA
India,NA
India,NA
Nepal,NA
Nepal,NA
Nepal,NA
Mexico,NA
Argentina,NA
Argentina,NA
Mexico,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
